targetbvdidnumber;targetname;company;Title_link;date;Title;mainText;pros;cons;reply;helpfulReviews;authorInfo;authorInfo1;authorLocation;minor;middle;outlook;CEO;recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW1254214.htm;December 26, 2011;"""Great company""";I have been working at PEMCO Insurance;Great company, cares abour employees and customer.;Not growing so they have been downsizing.;;Helpful;;in Seattle, WA;Seattle, WA;;;;;Recommends
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW1138132.htm;October 4, 2011;"""You never knew from one day to the next what your job would be or where you would sit""";I have been working at PEMCO Insurance;Decent pay, good vacation and a respectful work environment. PEMCO has a lot of talented people working at Corporate Headquarters.;PEMCO was always restructuring and always changing. The job you were hired for wasn't always the job you ended up with.;;Helpful (1);;in Seattle, WA;Seattle, WA;;;;Approves of CEO;
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW1018880.htm;July 13, 2011;"""Senior Management barely acknowledges our department!""";I have been working at PEMCO Insurance;Good Benefits including 401K match. Good working environment with co-workers and immediate supervisors. Liberal time off policy. No micro-management. Company has recently upgraded some of its computer software.;No salary increase in the past 8 years. Tenured employees in our department deserve better. Advertising and our products need improvement to attract customers.  Recent cuts to benefits. Senior management does a poor job of communicating with our department on how we can be accomplish our objectives. Recent layoffs and rumors of more changes to come.;;Helpful (1);;in Seattle, WA;Seattle, WA;;;;Disapproves of CEO;
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW993336.htm;June 23, 2011;"""Could be a great company if they rotated the senior leadership team""";I worked at PEMCO Insurance;"Great employees who want to do the right thing
Customer focused
Great community involvement
Good 401k match focused for those willing to stay around";"Very unprofessional at times
CEO would rather be popular and liked than a great leader
Executive team would rather layoff employees than tighten their own spending accounts
Can be a retaliatory environment at times";;Helpful;Specialist;in Seattle, WA;Seattle, WA;;;;;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW760348.htm;January 3, 2011;"""Very Good""";I worked at PEMCO Insurance;"Culture
Business Model
Benefits
Customer Service
No additional thoughts at this time";"Culture
Business Model
Lack of Clear Strategy
Financial Performance";;Helpful;;in Seattle, WA;Seattle, WA;;;;;Recommends
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW737227.htm;December 9, 2010;"""It's  A Job""";I have been working at PEMCO Insurance;Good health, dental, vision, 401K , time off, education assistance, free coffee and tea. Pays above average for this type of job but it won't make you wealthy. Easy place to work as long as you keep you head down and do your job.;Hard to advance in career if you aren't 'in' with the right people. If you are looking for just  job and have no desire to move up- this is the place to be- otherwise be ready to heavily network . Smaller company that doesn't know how to do things right.;;Helpful;Customer Service;in Seattle, WA;Seattle, WA;;;;Disapproves of CEO;
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW627429.htm;August 27, 2010;"""Will it be there in 5 years""";I have been working at PEMCO Insurance;It used to be a great place to work, there are still some there that are trying to keep the culture alive.  The benefits really are pretty good.;Budget woes and the cost they are charging for their product are dragging them down.  Recent layoffs seemed to concentrate on those who had been there the longest.  Seemed to be more interested in keeping open the cafeteria than taking care of the true issues.  7th floor is out of touch and unable to keep things moving in a stright line.;;Helpful;;;;;;;;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW512903.htm;May 27, 2010;"""Great people. Great history. Last couple of years have been hard.""";I have been working at PEMCO Insurance;Great people to work with. Not much political overhead.;Lots of change.  Reducing staff.  Difficult atmosphere due to job uncertainty.;;Helpful;;in Seattle, WA;Seattle, WA;;;;;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW482851.htm;April 30, 2010;"""Time for PEMCO Executives and senior management to walk their talk""";I worked at PEMCO Insurance;"401K matching and subsidized bus passes, and generous benefits packages in general
Great training center and commitment to customer service
Well-intentioned friendly staff
History of contributing to the community in children, safety and education categories";"Communication silos with no strategy to improve
Punitive and retaliatory atmosphere when status quo was questioned
Lack of budgetary rigor, heritage technical tools and processes
Worn and out-of-date building (Seattle)
Absent and/or unengaged executive team
Weak implementation of performance culture -- leaders not unified on how to set a good example";;Helpful;;in Seattle, WA;Seattle, WA;;;;;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW432185.htm;March 15, 2010;"""Great Place to work!""";I worked at PEMCO Insurance;The people and the benefits!;Smaller company so opportunity for advancement is not as broad as larger companies.;;Helpful;Casualty Adjuster;in Seattle, WA;Seattle, WA;;;;;Recommends
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW248622.htm;July 7, 2009;"""Family run company needs a dose of professionalism and accountability.""";I have been working at PEMCO Insurance;Social enviroment. Free coffee. Friendly people. Honest CEO.;Too many. First and formost. the senior managers in IT division have no leadership qualities, vision or inteligence. They good people once in a while but cannot keep them for long term. Lot of money is spent on defect clean-up without any regard for defect prevention. Lot of  incapable people get hired/promoted and keep their jobs on virtue of thier closeness to top management in IT. No accountability in IT division. CIO seems to be an aloof guy. Although the profit margin is very less, lot of money is spent on fancy IT projects managed by incompetents who are thrown out from other companies. Meritocracy and capitalism are unheard their. Bottom line - if you have worked in a public traded fortune 500 company -- dont join this company. But if you are looking for a job, then you might join this company. Make sure get close to as many top managers as possible. That's how you can keep your job without doing anything.;;Helpful;Business Analyst;in Seattle, WA;Seattle, WA;;;;;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW80148.htm;September 14, 2008;"""Fun, but stressful environment""";I have been working at PEMCO Insurance;Social atmosphere.  Cafeteria in building.;High turnover, Scattered IT structure, poor planning for application upgrades. Systems are confusing, making the job harder than it needs to be.  Social Atmosphere;;Helpful;Billing;in Seattle, WA;Seattle, WA;;;;;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW64542.htm;August 22, 2008;"""Great benefits, stable employment, leadership needs improvement.""";I have been working at PEMCO Insurance;"Stable employment since insurance company is somewhat immune to economic downturns; corporate values match daily experience which is rare and refreshing; health and dental benefits are superb with small employee contribution; 401k offers 2-for-1 match on first 6% of your contribution; lots of opportunity for corporate growth since there are 49 other states that could be expanded to; lots of opportunity for individual growth because the business highly values education; free transit pass.";"High-tenure people means lots of resistance to change; difficult to hold people accountable for bad results; downtown Seattle commute can be hellish; parking is a hassle and expensive.";;Helpful;Manager;in Seattle, WA;Seattle, WA;;;;;Recommends
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW24005.htm;June 16, 2008;"""Needs to move forward faster""";I have been working at PEMCO Insurance;Family-type atmosphere with high level of work-life balance. Ample opportunity to contribute to the community and personal ambitions. Good benefits and a CEO who tries hard to walk his talk.;No sense of urgency, not innovative in a rapidly changing industry, little in the way of accountability, not willing to have the difficult conversations around performance, and not willing to make the tough decisions for the long-term interest of the company.;;Helpful (1);Senior Manager;in Seattle, WA;Seattle, WA;;;;Disapproves of CEO;
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW5144825.htm;October 11, 2014;"""It's like Neverland. No, seriously""";I worked at PEMCO Insurance full-time for more than 3 years;For the right level of patience and silence there is good money to be had, and you never feel threatened or unliked. If you're fortunate to have a good management tree above you then you'll be well taken care of.;"I said that it's like Neverland. Did you see the VH1 special ""Man in the Mirror: The Michael Jackson Story""? If not, there's this feeling in that movie that things are great on the surface. But that's only as long as you ""believe"" in Michael. Failure to do so results in people disappearing. Same with Apple and Steve Jobs: If you don't ""believe"" you won't be around for long. 

PEMCO Management is this way. Doesn't matter if what they say is flawed. It doesn't matter if what they want is illogical. Doesn't matter if what they're asking for is risky. Your job is to nod your head and agree. It's especially frustrating, because like Neverland, it's great otherwise (except its location in the worst part of Seattle). 

It's frustrating when you forewarn people that a course of action can only end badly, but because they *think* they know what they're doing, they trailblaze forward blindly. Not a big deal except, when things go south as warned, they don't come to you and say ""I was wrong and I should have listened."" They'll blame you. How? Who knows. But they will. Just like when Michael's peers warned him about his actions and weren't heeded. 

Then there's the hiring process. They favor people from the industry even if they're otherwise incompetent. So maybe you were an insurance sales rep for 30 years but never did any customer service in a call center. You'd be favored over someone who is new to insurance, but has 20 years of call center experience. They assume that you can't learn fast enough. This results in the wrong people getting jobs. Hint: I'm using Customer Service, but it applies to every department hiring, and right now, there's just one. 

The result is a blatant waste of company funds, to the tune of many millions of dollars, simply because Management is too proud to listen to staff and be held accountable for poor decisions.  Just like how Michael wasted millions of dollars despite people telling him to calm down. 

But the next decisions are not about learning from these errors in leadership. They're a prelude to layoffs that are 100% avoidable. Do you really need to buy four different kinds of tablets? Do you really need huge displays in HR that nobody uses or sees? Do you really need 360 degree conference room video when nobody uses video? Expensive shades on the windows? Tricked out cafeteria when you knew you weren't keeping the building long-term? 

Thing is the managers like ""cool"" things. They've been swayed by Amazon, Apple, etc. But they fail to realize that PEMCO is not and never will be on the level with those companies. I agree with the other reviews that say that PEMCO refuses to act properly for its size, and if you choose to work here, make sure you reconcile with yourself that you are expendable, even when you're needed.";;Helpful;Former Employee - Anonymous;;;;;Negative Outlook;Approves of CEO;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW1601748.htm;June 14, 2012;"""I hope the company can turn itself around and truly find success""";I have been working at PEMCO Insurance full-time for more than 10 years;The benefits package - medical, dental, vision, 401K, and vacation are some of the best I have ever seen.  The opportunity for growth and professional development is definitely there since the company is doing more with less people.;"There is a prevailing ongoing negativity as the executive leadership is changing the company's culture and business focus.  Many employees have been laid-off in the past three years and the performance/reward measurement has been very inconsistent.  Many employees do not have a clear message of what is expected.  The most challenging issue is that the executive team does not walk the talk;  their behavior is inconsistent with what they expect of others.  They are very political in their decisionmaking.";;Helpful;Current Employee - Anonymous Employee;;;;;Negative Outlook;Disapproves of CEO;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW1090812.htm;September 2, 2011;"""Very satisfied with my overall experience with Pemco""";I have been working at PEMCO Insurance;Great benefits and a good working environment;Preferred company so you lose the opportunity to sell other customers;;Helpful;Direct Insurance Sales Representative;;;;;;;Recommends
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW1097716.htm;September 7, 2011;"""I felt like part of a family when I first started working at Pemco until the company changed senior management.""";I have been working at PEMCO Insurance;The benefits package is better than average, excellent 401K match.;Medical benefits require annual testing and harassing calls from health coaches.  Work is a combination of agile development and one ERP vendor package.  Perpetual layoffs of critical personnel in favor of off shore resources.;;Helpful;Information Technology;;;;;;;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW912023.htm;April 25, 2011;"""PEMCO cares about its customers and the community""";I worked at PEMCO Insurance;"Customer focused
Benefits
Caring Employees
Community Involvement
Good work/life balance";"Culture
Business Model 
Financial Performance
Insurance not a growth industry";;Helpful;;;;;;;Disapproves of CEO;
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW756930.htm;December 30, 2010;"""Attracts great talent that can help grow the company, but management isn't competent to leverage and retain the talent.""";I worked at PEMCO Insurance;There is a huge potential to accomplish some great business changing work to help keep the company from continuely downsizing to survive and move it to grow.;Too many executives/directors and they don't do anything to help those they've hired to do business/customer valued work. Personalities really drive the strategies and objectives instead of business/customer value.;;Helpful (2);Project Manager;;;;;;;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW554304.htm;July 2, 2010;"""A great place to work, if you're a toddler""";I worked at PEMCO Insurance;"Generally good benefits, including a 2-for-1 401(k) match while I worked there
Reluctant to lay people off (although I hear this has changed in the recent past)";"Management treats the employees like babies. Every meeting has doughnuts, every birthday gets balloons, every few months brings a ""fun"" event. (One of these actually featured a competitive TV trivia game, with employees as walking gamepieces.) The place is full of mediocre workers who are way overpaid. If there was a budget, I never saw evidence of it.";;Helpful;;;;;;;;Doesn't Recommend
US*190521526200;pemco life insurance company;pemco insurance;https://www.glassdoor.com/Reviews/Employee-Review-PEMCO-Insurance-RVW353838.htm;December 31, 2009;"""Nice colleagues, comfortable environment""";I have been working at PEMCO Insurance;supportive culture, values professional growth and development, honest leadership, strong focus on the customer experience;no performance bonus, slow moving culture;;Helpful;;;;;;;No opinion of CEO;
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW28422447.htm;August 3, 2019;"""A great company to work for!""";I worked at Alpine Access full-time for more than 8 years;Has access to different companies to work with.;Not sure if you still have to pay for the credit report?;;Helpful;Former Employee - Phone & Chat Agent;in Kansas City, MO;Kansas City, MO;;;Positive Outlook;Approves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW32463454.htm;March 23, 2020;"""all over the place""";I worked at Alpine Access full-time for less than a year;classic comfortable benefits, great office;my managers couldn't decide what they wanted me to be;;Helpful;Former Employee - Web Developer;;;;;Neutral Outlook;No opinion of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW32472404.htm;March 24, 2020;"""Does not appreciate long term and dedicated employees""";I worked at Alpine Access full-time for more than 5 years;It was great working from home.;The structure for advancement in this company is about who you know and not what you know or give. I was with this company for 7 1/2 years with great attendance and metrics and then was let go all of a sudden due to my home program did not renew their contract.  Also pay was not great compared to brick and mortar that does the same thing. If you are not in the clicks you do not get feedback on your performance or guidance on how to advance within the company.;;Helpful;Former Employee - Customer Service Representative/Flex Trainer;;;;;Negative Outlook;Disapproves of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW28477119.htm;August 6, 2019;"""Fun working from home""";I worked at Alpine Access full-time for more than a year;My office was at home. They always serve my favorite food in the refrigerator café;How do use on my own equipment. No reimbursement for Internet bill.;;Helpful;Former Employee - Customer Support Agent;in Tucson, AZ;Tucson, AZ;;;;;
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW27443813.htm;June 17, 2019;"""Good company to work for""";I worked at Alpine Access full-time for more than a year;I think some of the best reasons to work for Alpine Access would be there is room for advancement and I feel you are treated fairly;The downside of working with Alpine Access is if ever you leave and try to come back it is extremely hard to do, even after you are told that you can always come back because of being a great employee;;Helpful;Former Employee - Customer Service Representative;in Denver, CO;Denver, CO;;;Positive Outlook;Approves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW26173243.htm;May 16, 2019;"""good job for the most part""";I worked at Alpine Access full-time for more than a year;very good pay and benefits;at the time not very organized;;Helpful;Former Employee - Customer Service;;;;;Positive Outlook;Approves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW24411829.htm;January 28, 2019;"""Hard to make bonus""";I worked at Alpine Access full-time for more than 5 years;Great people to work with;Always a promise of bonus, but never any pay raises;;Helpful;Former Employee - Team Leader;in Remote, OR;Remote, OR;;;;;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW21446605.htm;July 12, 2018;"""Not awful for a work from home""";I worked at Alpine Access full-time for more than 3 years;The only traffic you will run into is maybe tripping on some laundry or kids toys on the way to the computer. no wardrobe cost, or gas.  Gain customer service skills.;scheduling was terrible, call expectations were unrealistic, management was under trained and dramatic.  scheduling time off for kids school events or even funerals was extremely frowned upon - it was all about the metrics, numbers, and $$;;Helpful (3);Former Employee - Supervisor;;;;;Negative Outlook;No opinion of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW21996568.htm;August 16, 2018;"""Hideous Management that DOES NOT CARE about the Employees""";I worked at Alpine Access full-time for more than a year;Ability to work from home.;No security re: hours, pay is FAR below for the same job in a brick and mortar job. Management is manipulative and nasty.;;Helpful (4);Former Employee - Team Lead;in Denver, CO;Denver, CO;;;;;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW19235334.htm;February 13, 2018;"""BEWARE FUTURE EMPLOYEE: If offered Frontier decline""";I worked at Alpine Access full-time;There are absolutely no pros to working for Frontier. It has been the WORST experience.;There is virtually no leadership on the Frontier project. I went a week without even knowing who my team lead was. When I resigned Frontier marked me as ineligible for rehire because I did not work for them for six months. How can Frontier dictate how Sykes operates ? I did not complete my obligation because there was no management and no real structure. For me to work at a place of employment there needs to structure and I need to know who to report to if I have any questions about my role.  I would not recommend this job to my worst enemy.;;Helpful (6);Former Employee - Anonymous Employee;;;;;Negative Outlook;No opinion of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW18804202.htm;January 18, 2018;"""Wouldn't pay for time dealing with tech issues.""";I worked at Alpine Access full-time;We had access a group chat with teammates and supervisor there for support. And the training was efficient.;When i had problems staying logged into their system i made every change to my home setup that i could to try to fix it, and they still blamed the issues on my end and refused to pay me for the time that i was not logged in.;;Helpful (5);Former Employee - Anonymous Employee;;;;;;;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW18136585.htm;November 30, 2017;"""Job and Training Review""";I worked at Alpine Access full-time;The training seems to be very good and is paid, one really feels that they care about you and you get to know a lot of your co-workers on your team and your supervisor.;Once the work starts, that connection is lost, it becomes very much 'every person for themselves' and it is all rush, rush, rush.  They care more about your getting on and off the phone with someone quickly than providing good customer service.;;Helpful (6);Former Employee - Anonymous Employee;;;;;Neutral Outlook;No opinion of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW17994433.htm;November 20, 2017;"""Very Flexible Job""";I worked at Alpine Access part-time for more than a year;You can schedule your day to work when you have the time.  Early morning or late evening hours;Dealt with phone calls from scammers or people trying to use stolen credit cards;;Helpful (1);Former Employee - Call Center Agent;in Denver, CO;Denver, CO;;;Positive Outlook;Approves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW17284556.htm;October 10, 2017;"""Work-From-Home @ Sykes""";I worked at Alpine Access full-time for more than 3 years;Save on gas , wardrobe, parking, and eating out for lunch. Several programs to choose from.;New scheduling system doesn't offer much flexibility. Remote work environment has glitches.;;Helpful (4);Former Employee - Customer Service Representative;in Birmingham, AL;Birmingham, AL;;;Neutral Outlook;No opinion of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW17410961.htm;October 17, 2017;"""High turnover""";I worked at Alpine Access full-time;Pay was always on time. Flexibility with time off except for a blackout. Set schedule within your available shift window.;High turnover. Pay gets capped at your starting wage. Smaller clients leave very little room for actual advancement despite taking on all the duties of your team lead.;;Helpful (2);Former Employee - Anonymous Employee;;;;;;;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW13638859.htm;February 5, 2017;"""very good experience""";I worked at Alpine Access full-time for less than a year;It was work from home job, provided their own equipment, good pay.;Had to learn how to troubleshooting consoles,remeber alot of passwords and credentials.;;Helpful (1);Former Employee - Customer Service Representative Xbox;in Las Vegas, NV;Las Vegas, NV;;;Positive Outlook;Approves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW13158340.htm;January 2, 2017;"""Poorly managed""";I worked at Alpine Access  for less than a year;"Nice potential
Enjoyable
Doing extra hours is usually voluntary";Incompetent team leads can get you fired if they slack off and don't notice you are doing something incorrect and to cover themselves they simply claim you were made aware of the issue months ago.;;Helpful (9);Call Center Agent;in Dallas, TX;Dallas, TX;;;Positive Outlook;No opinion of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW12904734.htm;December 6, 2016;"""9.50 per hour""";I worked at Alpine Access full-time for more than 3 years;Good hours. Work from home. They provide computer, but you will need your own. Good perks depending on client. 9.50ph. I had great team leads. Overall I loved working for Sykes.;"Depending on client, it can be slow. 
Hard to get schedule change. 
Benefits are expensive.";;Helpful (4);Former Employee - Work At Home Chat Customer Service Representative;in Branford, FL;Branford, FL;;;Positive Outlook;No opinion of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW12606856.htm;November 8, 2016;"""Disappointing""";I worked at Alpine Access;"I worked for Sykes/Alpine Access for just under a year. The training was great, when it left out hardware and connectivity as it gave us all time to digest the information (I've been told by a friend going through it now that the hardware training is back in and its hard to keep up).
The team leads, at least for the gaming support, are helpful and very kind if a little all over the place.";"Low pay for taxing work, unless you're state minimum wage is higher than $9.25/hr.
Equipment issues that require the equipment to be sent back in, from my observations, have a 50-50 chance of job loss.
They don't tell you this, but the only way you get tech pay is if you work your next scheduled day after the tech issue has been resolved.
VKB is woefully out of date, especially for the gaming representatives.
There is very little communication from the higher ups towards the agents.";;Helpful (9);Gaming Support Representative;in Fairfield, IA;Fairfield, IA;;;Neutral Outlook;No opinion of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW12416794.htm;October 23, 2016;"""Virtual Gaming Support Representative""";I worked at Alpine Access  for less than a year;Legit company with ongoing support and training. Staff goes out of their way to ensure you succeed in your position.;Ongoing information given about the position and job description can get dense and difficult to comprehend.;;Helpful (2);Virtual Gaming Customer Service Specialist;in Denver, CO;Denver, CO;;;Positive Outlook;Approves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW12457992.htm;October 26, 2016;"""Customer Service Representative""";I worked at Alpine Access full-time for less than a year;"Able to work at home
Friendly";"Not enough substantial training
Changing programs too often
Not enough accurate detail when changing programs";;Helpful (6);Former Employee - Work At Home Telephone Customer Service Representative;in Parma, ID;Parma, ID;;;Positive Outlook;No opinion of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW12024636.htm;September 21, 2016;"""Great at Keeping up our morale, and flexibility""";I worked at Alpine Access full-time for less than a year;I loved working for Alpine Access upper management was great, and my team lead was awesome. They really support the Reps and offer other perks. Its easy to earn time off and they are willing to work with your schedule.;The pay is not great because you have to deal with extremely rude customers and I would have loved to be able to have more PTO;;Helpful (4);Former Employee - Customer Care Specialist;in Charlotte, NC;Charlotte, NC;;;;;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW12072641.htm;September 26, 2016;"""work from home job""";I worked at Alpine Access full-time;great place to work, great benefits for employees;The pay is very low.;;Helpful (3);Former Employee - Work At Home Telephone Customer Service Representative;in Charlotte, NC;Charlotte, NC;;;;;
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW12091178.htm;September 27, 2016;"""Good Company""";I worked at Alpine Access full-time for less than a year;Easy to apply , Friendly staff;Have to meet all requirements by a very fast time and long class of training;;Helpful (2);Former Employee - Anonymous Employee;in Atlanta, GA;Atlanta, GA;;;Positive Outlook;No opinion of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW12068091.htm;September 25, 2016;"""Not understanding of employee needs""";I worked at Alpine Access;"Easy work
Supportive environment with other co workers
Ability to work from home";"You don't get paid if you have technical issues
Training sucks
You have to make sure your environment is quiet or else you can't work
Minimum wage pay";;Helpful (2);Alpine Access CCP;in Remote, OR;Remote, OR;;;Negative Outlook;Disapproves of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW11817873.htm;September 6, 2016;"""Real work-at-home job.""";I worked at Alpine Access  for more than a year;Working from home, good training.;Time is micro-managed negating a lot of the 'at home' advantages.;;Helpful (2);Customer Support Agent;in Lancaster, KY;Lancaster, KY;;;;;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW11751944.htm;August 31, 2016;"""Wonderful place to start""";I have been working at Alpine Access  for more than a year;"Greater starter job for those who have limited experience, bad work history, or who may be disabled or want to work from home.
Great benefits, flexible hours
Wonderful people to work with, enabling and empowering work environment";"Pay is at the lower end of the scale
Frequent schedule changes by HR";;Helpful (3);Customer Care Professional;in Wise, VA;Wise, VA;;;;;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW12117262.htm;September 29, 2016;"""Metrics are bull and unrealistic""";I worked at Alpine Access;Working from the comfort of your home.;They will fire you over customer reviews. Most reviews come from ppl who wanted something completely outside policy and because you couldn't fulfill the request you get a bad review. But they fail to consider the multiple calls that were great. I always had 85 or higher call scores from qa. To be fired over survey score from one months time is ridiculous.;;Helpful (5);Work At Home Telephone Customer Service Representative;in Houston, TX;Houston, TX;;;Positive Outlook;Approves of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW11622790.htm;August 19, 2016;"""Great Job""";I have been working at Alpine Access full-time;Home office, no commute, $9.50 hourly depends on your job, no a 1099 job.;$9.50 hour, they should offer better pay.;;Helpful (4);Current Employee - Anonymous Employee;;;;;Positive Outlook;No opinion of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW11637325.htm;August 21, 2016;"""Customer Service Representative""";I worked at Alpine Access part-time for less than a year;Alpine Access is a very versatile company because you are able to work from the comfort of your own home. They have really good coaches that are always available to the representative.;The only downside that I experienced was when my client ended the contract with Alpine Access, a bunch of us were told that we would be placed with another client immediately but that never happened for alot of us.;;Helpful (1);Former Employee - Customer Service Specialist;in Lafayette, LA;Lafayette, LA;;;Positive Outlook;Disapproves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW11639445.htm;August 22, 2016;"""CCP""";I worked at Alpine Access;Great people to work with very helpful and considering of employees;My biggest issue was working the night shift however they would have worked with me if I had stayed;;Helpful;CCP;in Atlanta, GA;Atlanta, GA;;;Positive Outlook;No opinion of CEO;Recommends
